"country","province","points","price","variety"
"Australia","South Australia",85,14,"Riesling"
"Greece","Vin de Pays de Macédoine",84,13,"Red Blend"
"Chile","Colchagua Valley",84,10,"Cabernet Sauvignon"
"US","Washington",82,20,"Pinot Noir"
"Argentina","Mendoza Province",82,7,"Merlot"
"Argentina","Mendoza Province",82,12,"Cabernet Sauvignon"
"US","Washington",82,17,"Syrah"
"Argentina","Mendoza Province",82,12,"Cabernet Sauvignon"
"US","Washington",82,35,"Red Blend"
"Austria","Burgenland",82,17,"Sauvignon Blanc"
"Argentina","Mendoza Province",82,13,"Red Blend"
"US","Washington",82,10,"Syrah"
"Argentina","Mendoza Province",82,12,"Chardonnay"
"US","California",82,16,"Chardonnay"
"US","California",82,16,"Rosé"
"US","California",82,17,"Sauvignon Blanc"
"Argentina","Mendoza Province",82,11,"Sauvignon Blanc"
"Argentina","Mendoza Province",82,9,"Red Blend"
"US","California",82,27,"Zinfandel"
"Spain","Central Spain",82,9,"Rosé"
"US","California",81,25,"Chardonnay"
"US","California",81,18,"Cabernet Sauvignon"
"US","Washington",81,8,"Sauvignon Blanc"
"Argentina","Mendoza Province",81,11,"Malbec"
"Italy","Northeastern Italy",88,25,"White Blend"
"US","California",88,42,"Pinot Noir"
"US","California",87,15,"Riesling"
"Argentina","Mendoza Province",87,12,"Malbec"
"US","Washington",87,28,"Red Blend"
"US","California",87,24,"Cabernet Sauvignon"
"Greece","Goumenissa",87,35,"Red Blend"
"US","California",87,42,"Zinfandel"
"Spain","Northern Spain",87,15,"Tempranillo"
"US","California",87,55,"Pinot Noir"
"US","California",87,40,"Pinot Noir"
"Argentina","Mendoza Province",87,40,"Red Blend"
"US","California",87,38,"Pinot Noir"
"US","Washington",91,29,"Merlot"
"US","California",91,27,"Cabernet Sauvignon"
"New Zealand","Central Otago",91,45,"Pinot Noir"
"New Zealand","Marlborough",91,20,"Sauvignon Blanc"
"France","Burgundy",91,50,"Pinot Noir"
"South Africa","Franschhoek",91,21,"Sauvignon Blanc"
"Chile","Pirque",91,36,"Cabernet Sauvignon"
"US","Washington",91,29,"Cabernet Sauvignon"
"US","California",91,28,"Cabernet Sauvignon"
"Chile","Maipo Valley",91,45,"Syrah"
"US","Washington",91,45,"Red Blend"
"US","Washington",90,28,"Red Blend"
"US","California",90,38,"Cabernet Sauvignon"
"Australia","Victoria",90,24,"Chardonnay"
"New Zealand","Marlborough",90,17,"Sauvignon Blanc"
"France","Burgundy",90,34,"Pinot Noir"
"US","California",90,34,"Zinfandel"
"South Africa","Paarl",90,32,"Bordeaux-style Red Blend"
"Chile","Casablanca Valley",90,12,"Sauvignon Blanc"
"Chile","Maule Valley",90,15,"Cabernet Sauvignon"
"France","Burgundy",90,59,"Pinot Noir"
"US","Washington",90,20,"Riesling"
"US","California",90,40,"Cabernet Sauvignon"
"US","Washington",90,28,"Syrah"
"Greece","Rapsani",87,35,"Red Blend"
"Greece","Santorini",87,16,"White Blend"
"Greece","Peloponnese",87,14,"White Blend"
"Greece","Samos",86,9,"White Blend"
"Greece","Vin de Pays de Macédoine",86,14,"White Blend"
"Greece","Greece",86,15,"White Blend"
"US","California",86,19,"Merlot"
"US","California",86,11,"Riesling"
"Greece","Drama",86,50,"Bordeaux-style Red Blend"
"Greece","Halkidiki",86,12,"Merlot"
"US","California",86,14,"Chardonnay"
"Greece","Halkidiki",86,80,"Syrah"
"Greece","Cephalonia",85,15,"White Blend"
"Greece","Corinth",85,16,"Chardonnay"
"Greece","Vin de Pays de Macédoine",85,10,"White Blend"
"Greece","Santorini",85,15,"White Blend"
"New Zealand","Marlborough",86,20,"Pinot Noir"
"Spain","Northern Spain",86,25,"Tempranillo"
"US","California",86,35,"Cabernet Sauvignon"
"US","California",86,20,"Chardonnay"
"US","California",86,24,"Zinfandel"
"US","California",86,34,"Zinfandel"
"US","California",86,9,"Chardonnay"
"US","California",86,16,"Chardonnay"
"Argentina","Other",86,13,"Malbec"
"Argentina","Other",86,25,"Merlot"
"Spain","Catalonia",86,16,"Pinot Noir"
"US","California",86,26,"Syrah"
"Spain","Northern Spain",86,20,"Tempranillo"
"Spain","Northern Spain",86,11,"Tempranillo"
"Spain","Northern Spain",86,25,"Red Blend"
"US","California",85,15,"Merlot"
"US","California",91,36,"Chardonnay"
"Argentina","Mendoza Province",91,58,"Red Blend"
"US","California",91,90,"Cabernet Sauvignon"
"Italy","Tuscany",91,50,"Sangiovese"
"Italy","Tuscany",91,45,"Sangiovese"
"Italy","Tuscany",91,75,"Sangiovese"
"France","Loire Valley",91,80,"Sauvignon Blanc"
"US","California",91,44,"Cabernet Sauvignon"
"New Zealand","Marlborough",91,21,"Sauvignon Blanc"
"New Zealand","Kumeu",91,37,"Chardonnay"
"Italy","Tuscany",91,100,"Sangiovese"
"New Zealand","Marlborough",91,23,"Sauvignon Blanc"
"Italy","Tuscany",91,60,"Sangiovese"
"Argentina","Mendoza Province",91,30,"Malbec"
"Italy","Tuscany",91,40,"Sangiovese"
"Chile","Curicó Valley",91,37,"Cabernet Sauvignon"
"New Zealand","Martinborough",90,20,"Sauvignon Blanc"
"Chile","Casablanca Valley",90,21,"Sauvignon Blanc"
"Italy","Tuscany",90,75,"Sangiovese"
"Argentina","Mendoza Province",90,26,"Bordeaux-style Red Blend"
"Italy","Tuscany",90,30,"Sangiovese"
"US","California",90,27,"Malbec"
"Italy","Tuscany",90,85,"Sangiovese"
"New Zealand","New Zealand",90,53,"Chardonnay"
"New Zealand","Marlborough",90,14,"Riesling"
"US","California",90,54,"Pinot Noir"
"South Africa","Stellenbosch",90,32,"Bordeaux-style Red Blend"
"Argentina","Mendoza Province",90,15,"Malbec"
"Italy","Tuscany",90,57,"Sangiovese"
"Argentina","Mendoza Province",81,13,"Tempranillo"
"US","California",81,12,"Pinot Noir"
"Argentina","Other",81,14,"Sauvignon Blanc"
"Argentina","Mendoza Province",81,10,"Malbec"
"Argentina","Mendoza Province",81,14,"Syrah"
"US","California",81,35,"Syrah"
"Argentina","Mendoza Province",81,20,"Red Blend"
"Argentina","Mendoza Province",80,6,"Cabernet Sauvignon"
"Argentina","Mendoza Province",80,13,"Malbec"
"US","California",80,33,"Pinot Noir"
"US","California",80,25,"Chardonnay"
"Argentina","Mendoza Province",80,10,"Sauvignon Blanc"
"Argentina","Other",80,10,"Cabernet Sauvignon"
"Argentina","Mendoza Province",80,13,"Malbec"
"France","Rhône Valley",99,450,"Syrah"
"France","Rhône Valley",98,450,"Syrah"
"Spain","Northern Spain",97,150,"Tempranillo"
"France","Rhône Valley",97,96,"Syrah"
"France","Rhône Valley",96,202,"Syrah"
"Spain","Northern Spain",96,57,"Tempranillo"
"France","Rhône Valley",96,450,"Syrah"
"Spain","Northern Spain",96,150,"Tempranillo"
"Spain","Northern Spain",95,105,"Tempranillo"
"Chile","Central Valley",85,11,"Cabernet Sauvignon"
"US","California",85,22,"Chardonnay"
"US","California",85,18,"Pinot Noir"
"US","California",85,11,"Merlot"
"US","California",85,10,"Zinfandel"
"US","California",85,9,"Syrah"
"Chile","Rapel Valley",85,10,"Rosé"
"US","California",85,35,"Zinfandel"
"France","Bordeaux",85,29,"Bordeaux-style Red Blend"
"New Zealand","Nelson",85,18,"Sauvignon Blanc"
"New Zealand","Martinborough",85,33,"Syrah"
"Chile","Central Valley",85,8,"Cabernet Sauvignon"
"Chile","Central Valley",85,10,"Merlot"
"Chile","Maipo Valley",85,8,"Chardonnay"
"US","California",85,20,"Cabernet Sauvignon"
"US","California",85,18,"Chardonnay"
"US","California",85,13,"Pinot Noir"
"Germany","Rheingau",85,20,"Riesling"
"New Zealand","Central Otago",85,21,"Riesling"
"Germany","Mosel-Saar-Ruwer",85,20,"Riesling"
"US","California",85,38,"Zinfandel"
"South Africa","Western Cape",85,9,"Chardonnay"
"US","California",89,50,"Chardonnay"
"Spain","Northern Spain",89,29,"Tempranillo"
"US","California",89,16,"Sauvignon Blanc"
"South Africa","Simonsberg-Stellenbosch",89,40,"Pinot Noir"
"France","Loire Valley",89,27,"Sauvignon Blanc"
"US","California",89,15,"Rosé"
"US","California",89,15,"Riesling"
"US","California",89,16,"Cabernet Sauvignon"
"Greece","Greece",89,90,"Red Blend"
"US","Washington",89,35,"Red Blend"
"Greece","Mount Athos",89,25,"Red Blend"
"Greece","Halkidiki",89,15,"Red Blend"
"Spain","Central Spain",89,16,"Red Blend"
"France","Loire Valley",89,22,"Sauvignon Blanc"
"Greece","Drama",89,25,"Red Blend"
"Argentina","Other",89,25,"Malbec"
"Argentina","Mendoza Province",89,50,"Malbec"
"US","California",89,50,"Pinot Noir"
"Italy","Tuscany",84,11,"Sangiovese"
"Italy","Tuscany",84,20,"Sangiovese"
"US","California",84,14,"Zinfandel"
"US","California",84,13,"Chardonnay"
"US","California",84,12,"Chardonnay"
"US","California",84,50,"Pinot Noir"
"US","California",84,17,"Chardonnay"
"Italy","Tuscany",84,11,"Sangiovese"
"US","California",84,6,"Zinfandel"
"Chile","Central Valley",84,12,"Merlot"
"Chile","Casablanca Valley",84,20,"Chardonnay"
"Italy","Central Italy",84,9,"White Blend"
"US","California",84,25,"Syrah"
"US","California",84,10,"Sauvignon Blanc"
"US","California",84,11,"Chardonnay"
"US","California",84,19,"Cabernet Sauvignon"
"Greece","Peloponnese",84,8,"White Blend"
"US","California",84,28,"Chardonnay"
"US","California",84,11,"Riesling"
"US","California",84,16,"Chardonnay"
"US","California",84,24,"Syrah"
"Chile","Colchagua Valley",84,9,"Cabernet Sauvignon"
"Italy","Tuscany",84,12,"Sangiovese"
"Israel","Upper Galilee",87,26,"Merlot"
"US","California",87,40,"Cabernet Sauvignon"
"US","California",87,26,"Chardonnay"
"US","California",87,26,"Pinot Noir"
"Portugal","Bairrada",87,38,"Bordeaux-style Red Blend"
"Italy","Northeastern Italy",87,18,"Chardonnay"
"US","Washington",87,25,"Merlot"
"US","California",87,33,"Merlot"
"Argentina","Mendoza Province",87,10,"Merlot"
"Argentina","Mendoza Province",87,35,"Chardonnay"
"Italy","Northeastern Italy",87,20,"Chardonnay"
"France","Burgundy",81,14,"Pinot Noir"
"US","California",81,17,"Cabernet Sauvignon"
"Argentina","Mendoza Province",81,10,"Malbec"
"Spain","Catalonia",81,30,"Red Blend"
"Spain","Northern Spain",81,22,"Red Blend"
"US","California",81,17,"Merlot"
"US","Washington",81,30,"Cabernet Sauvignon"
"Spain","Central Spain",81,13,"Sauvignon Blanc"
"US","Washington",81,17,"Merlot"
"Argentina","Mendoza Province",80,10,"Malbec"
"Argentina","Mendoza Province",80,7,"Cabernet Sauvignon"
"US","California",80,12,"Zinfandel"
"US","California",80,15,"Merlot"
"US","California",80,15,"Chardonnay"
"Argentina","Mendoza Province",80,17,"Pinot Noir"
"France","Burgundy",94,42,"Pinot Noir"
"US","California",96,75,"Pinot Noir"
"US","California",95,55,"Bordeaux-style Red Blend"
"US","California",95,65,"Chardonnay"
"US","California",95,70,"Pinot Noir"
"US","California",94,65,"Pinot Noir"
"US","Washington",90,26,"Syrah"
"US","California",90,32,"Syrah"
"South Africa","Jonkershoek Valley",90,28,"Sauvignon Blanc"
"Australia","Victoria",90,85,"Chardonnay"
"Italy","Sicily & Sardinia",90,39,"Merlot"
"New Zealand","Martinborough",90,24,"Pinot Noir"
"Italy","Tuscany",90,49,"Red Blend"
"US","California",90,29,"Syrah"
"US","Washington",90,28,"Chardonnay"
"US","California",90,65,"Bordeaux-style Red Blend"
"US","California",90,32,"Sauvignon Blanc"
"US","California",90,54,"Cabernet Sauvignon"
"US","California",90,40,"Pinot Noir"
"Italy","Tuscany",90,60,"White Blend"
"US","California",90,40,"Chardonnay"
"US","Washington",90,18,"Red Blend"
"US","Washington",90,32,"Red Blend"
"US","California",90,26,"Pinot Noir"
"Italy","Tuscany",90,30,"Red Blend"
"Italy","Tuscany",90,25,"Red Blend"
"US","California",90,40,"Red Blend"
"US","California",90,20,"Zinfandel"
"US","California",85,55,"Pinot Noir"
"US","California",85,9,"Red Blend"
"US","California",85,27,"Cabernet Sauvignon"
"US","California",85,60,"Cabernet Sauvignon"
"US","California",85,40,"Pinot Noir"
"US","America",85,18,"Riesling"
"Spain","Central Spain",85,10,"Merlot"
"US","California",85,16,"Sauvignon Blanc"
"US","California",85,11,"Merlot"
"Spain","Central Spain",85,10,"Tempranillo"
"US","California",85,15,"Sauvignon Blanc"
"Spain","Central Spain",85,12,"Red Blend"
"US","California",85,24,"Zinfandel"
"US","California",85,12,"Sauvignon Blanc"
"US","California",85,14,"Chardonnay"
"US","California",85,40,"Merlot"
"US","California",85,16,"Riesling"
"US","California",85,20,"Sangiovese"
"US","California",85,14,"Sauvignon Blanc"
"New Zealand","Marlborough",90,15,"Sauvignon Blanc"
"New Zealand","Marlborough",90,19,"Sauvignon Blanc"
"Italy","Tuscany",90,48,"Sangiovese"
"US","California",90,30,"Chardonnay"
"Italy","Tuscany",90,41,"Sangiovese"
"Italy","Tuscany",90,53,"Sangiovese"
"France","Loire Valley",90,27,"Sauvignon Blanc"
"US","California",90,65,"Syrah"
"US","California",90,46,"Pinot Noir"
"Italy","Tuscany",90,65,"Sangiovese"
"New Zealand","Marlborough",90,24,"Chardonnay"
"New Zealand","Nelson",90,15,"Riesling"
"US","California",90,22,"Sauvignon Blanc"
"New Zealand","Hawke's Bay",90,18,"Sauvignon Blanc"
"US","California",90,16,"Merlot"
"Italy","Tuscany",90,69,"Sangiovese"
"France","Loire Valley",90,48,"Sauvignon Blanc"
"Italy","Tuscany",90,68,"Sangiovese"
"France","Loire Valley",90,22,"Sauvignon Blanc"
"Argentina","Mendoza Province",90,23,"Cabernet Sauvignon"
"Italy","Tuscany",90,90,"Sangiovese"
"Italy","Northeastern Italy",90,20,"Sauvignon Blanc"
"New Zealand","Wairarapa",90,18,"Sauvignon Blanc"
"France","Loire Valley",90,23,"Sauvignon Blanc"
"US","California",90,26,"Chardonnay"
"Italy","Tuscany",90,65,"Sangiovese"
"US","California",95,70,"Pinot Noir"
"France","Rhône Valley",95,250,"Syrah"
"Spain","Northern Spain",95,95,"Tempranillo"
"Spain","Northern Spain",95,105,"Tempranillo"
"Spain","Northern Spain",95,145,"Tempranillo"
"Spain","Northern Spain",95,75,"Tempranillo"
"France","Rhône Valley",94,128,"Syrah"
"France","Rhône Valley",94,225,"Syrah"
"US","California",94,40,"Pinot Noir"
"France","Rhône Valley",94,145,"Syrah"
"Spain","Northern Spain",94,194,"Tempranillo"
"France","Rhône Valley",94,82,"Syrah"
"France","Rhône Valley",94,98,"Syrah"
"US","California",94,95,"Cabernet Sauvignon"
"France","Loire Valley",94,61,"Sauvignon Blanc"
"US","California",94,25,"Zinfandel"
"Spain","Northern Spain",94,153,"Tempranillo"
"US","California",94,42,"Chardonnay"
"Spain","Northern Spain",94,212,"Tempranillo"
"France","Rhône Valley",94,450,"Syrah"
"US","California",93,55,"Cabernet Sauvignon"
"Spain","Northern Spain",93,57,"Tempranillo"
"US","California",93,51,"Syrah"
"Spain","Northern Spain",93,145,"Tempranillo"
"US","California",93,100,"Cabernet Sauvignon"
"South Africa","Durbanville",85,15,"Sauvignon Blanc"
"New Zealand","Martinborough",85,14,"Sauvignon Blanc"
"New Zealand","Gisborne",85,12,"Chardonnay"
"France","Bordeaux",85,24,"Bordeaux-style Red Blend"
"Chile","Maipo Valley",85,45,"Cabernet Sauvignon"
"Chile","Colchagua Valley",85,35,"Cabernet Sauvignon"
"Chile","Maule Valley",85,17,"Malbec"
"US","California",85,22,"Zinfandel"
"Germany","Rheingau",85,23,"Riesling"
"US","California",85,38,"Zinfandel"
"US","California",85,17,"Sauvignon Blanc"
"US","California",85,10,"Cabernet Sauvignon"
"US","California",85,10,"Red Blend"
"Chile","Maipo Valley",85,14,"Chardonnay"
"US","California",85,24,"Merlot"
"Chile","Colchagua Valley",85,9,"Malbec"
"New Zealand","Nelson",85,22,"Riesling"
"US","California",85,8,"Merlot"
"US","California",85,10,"Sauvignon Blanc"
"US","California",84,21,"Chardonnay"
"South Africa","Western Cape",84,14,"Sauvignon Blanc"
"New Zealand","Marlborough",84,20,"Sauvignon Blanc"
"US","California",84,14,"Cabernet Sauvignon"
"US","Oregon",84,15,"Pinot Noir"
"New Zealand","Moutere",84,20,"Riesling"
"US","California",84,15,"Sauvignon Blanc"
"US","California",88,20,"Sauvignon Blanc"
"US","California",88,15,"Chardonnay"
"US","California",88,16,"Zinfandel"
"Australia","South Australia",88,15,"Rosé"
"Australia","South Australia",88,21,"Cabernet Sauvignon"
"US","California",88,14,"Pinot Noir"
"US","California",87,19,"Chardonnay"
"Australia","South Australia",87,16,"Sauvignon Blanc"
"Argentina","Mendoza Province",87,8,"Malbec"
"Argentina","Mendoza Province",87,27,"Bordeaux-style Red Blend"
"Australia","South Australia",87,16,"Rosé"
"Chile","Maipo Valley",87,14,"Cabernet Sauvignon"
"US","California",87,100,"Cabernet Sauvignon"
"US","California",87,15,"Chardonnay"
"US","California",87,16,"Sauvignon Blanc"
"US","California",87,40,"Chardonnay"
"US","California",87,40,"Pinot Noir"
"Australia","South Australia",87,20,"Cabernet Sauvignon"
"Australia","South Australia",87,18,"Chardonnay"
"US","California",87,48,"Pinot Noir"
"US","California",87,29,"Syrah"
"US","California",87,29,"Syrah"
"US","California",87,14,"Chardonnay"
"Chile","Casablanca Valley",87,13,"Chardonnay"
"Greece","Ilias",89,24,"Red Blend"
"US","California",89,50,"Zinfandel"
"Spain","Northern Spain",88,22,"Tempranillo"
"US","Washington",88,18,"Red Blend"
"South Africa","Stellenbosch",88,16,"Chardonnay"
"France","Loire Valley",88,20,"Sauvignon Blanc"
"US","California",88,36,"Sauvignon Blanc"
"US","California",88,25,"Sauvignon Blanc"
"Spain","Catalonia",88,32,"Red Blend"
"US","Washington",88,19,"Riesling"
"South Africa","Stellenbosch",88,30,"Red Blend"
"US","California",88,12,"Chardonnay"
"Australia","South Australia",88,16,"Riesling"
"South Africa","Simonsberg-Paarl",88,15,"Rosé"
"US","Washington",88,10,"Cabernet Sauvignon"
"Argentina","Mendoza Province",88,15,"Malbec"
"Argentina","Mendoza Province",87,25,"Malbec"
"Italy","Northeastern Italy",87,12,"White Blend"
"US","California",87,26,"Zinfandel"
"Argentina","Mendoza Province",87,12,"Malbec"
"Argentina","Mendoza Province",87,10,"Malbec"
"US","California",87,30,"Chardonnay"
"US","California",87,12,"Zinfandel"
"Hungary","Hungary",87,20,"White Blend"
"US","California",87,45,"Zinfandel"
"US","California",87,49,"Pinot Noir"
"US","Washington",87,24,"Chardonnay"
"Argentina","Mendoza Province",87,18,"Malbec"
"US","California",87,37,"Chardonnay"
"Argentina","Mendoza Province",87,11,"Malbec"
"US","California",87,45,"Pinot Noir"
"US","California",87,45,"Pinot Noir"
"US","California",87,33,"Pinot Noir"
"Australia","Western Australia",87,15,"Pinot Noir"
"Australia","South Australia",84,10,"White Blend"
"US","California",84,38,"Pinot Noir"
"Australia","Australia Other",84,14,"White Blend"
"US","California",84,13,"Rosé"
"US","California",84,15,"Syrah"
"US","California",84,22,"Sauvignon Blanc"
"Italy","Tuscany",84,10,"Sangiovese"
"Chile","Rapel Valley",84,11,"Chardonnay"
"Chile","Curicó Valley",84,15,"Cabernet Sauvignon"
"US","California",84,26,"Zinfandel"
"US","California",83,36,"Pinot Noir"
"Chile","Rapel Valley",83,11,"Merlot"
"US","California",83,30,"Pinot Noir"
"US","California",83,10,"Riesling"
"Italy","Tuscany",83,9,"Sangiovese"
"US","California",83,12,"Rosé"
"Italy","Southern Italy",83,8,"Red Blend"
"US","California",83,19,"Merlot"
"US","California",83,18,"Pinot Noir"
"Greece","Drama",83,15,"Chardonnay"
"Italy","Tuscany",90,45,"White Blend"
"Chile","Rapel Valley",90,36,"Syrah"
"France","Burgundy",90,23,"Pinot Noir"
"Chile","Central Valley",90,13,"Syrah"
"South Africa","Durbanville",90,33,"Sauvignon Blanc"
"US","California",90,36,"Syrah"
"Italy","Tuscany",90,78,"White Blend"
"US","California",90,16,"Sangiovese"
"Italy","Tuscany",90,45,"Sangiovese"
"Chile","Casablanca Valley",90,18,"Syrah"
"Australia","Victoria",90,55,"Pinot Noir"
"South Africa","Overberg",90,12,"Rosé"
"US","California",90,42,"Merlot"
"Chile","Maipo Valley",90,30,"Red Blend"
"US","California",90,40,"Red Blend"
"Chile","Cachapoal Valley",90,28,"Syrah"
"US","Washington",90,16,"Riesling"
"Italy","Tuscany",90,43,"Sangiovese"
"France","Burgundy",90,65,"Pinot Noir"
"US","California",85,22,"Merlot"
"US","California",85,18,"Cabernet Sauvignon"
"Spain","Central Spain",85,15,"Red Blend"
"US","California",85,14,"Sauvignon Blanc"
"US","California",85,18,"Merlot"
"US","California",85,35,"Red Blend"
"US","California",85,9,"White Blend"
"US","California",85,28,"Merlot"
"US","California",85,12,"Zinfandel"
"US","California",85,20,"Merlot"
"Spain","Central Spain",85,10,"Merlot"
"New Zealand","Nelson",85,25,"Pinot Noir"
"US","California",85,15,"Sauvignon Blanc"
"US","California",85,5,"Cabernet Sauvignon"
"US","California",85,9,"Red Blend"
"US","Oregon",84,16,"Chardonnay"
"US","California",84,13,"Zinfandel"
"US","California",84,12,"Sangiovese"
"US","California",84,9,"Sauvignon Blanc"
"US","California",84,8,"Sauvignon Blanc"
"New Zealand","Marlborough",84,15,"Chardonnay"
"France","Languedoc-Roussillon",84,9,"Merlot"
"US","California",84,15,"Sauvignon Blanc"
"South Africa","Robertson",84,9,"Sauvignon Blanc"
"New Zealand","Marlborough",84,24,"Sauvignon Blanc"
"US","California",84,30,"Sangiovese"
"US","California",84,9,"Merlot"
"US","California",84,20,"Sangiovese"
"France","Languedoc-Roussillon",84,20,"Red Blend"
"France","Languedoc-Roussillon",84,7,"Syrah"
"South Africa","Coastal Region",84,13,"Chardonnay"
"France","Languedoc-Roussillon",84,8,"Sauvignon Blanc"
"France","Languedoc-Roussillon",84,8,"White Blend"
"US","California",84,35,"Zinfandel"
"US","California",90,21,"Sauvignon Blanc"
"US","California",90,52,"Red Blend"
"Italy","Tuscany",90,65,"Sangiovese"
"US","California",90,36,"Chardonnay"
"New Zealand","Waipara",90,25,"Riesling"
"US","California",90,75,"Cabernet Sauvignon"
"Italy","Sicily & Sardinia",89,39,"Red Blend"
"US","California",89,36,"Cabernet Sauvignon"
"Italy","Tuscany",89,22,"Sangiovese"
"Argentina","Mendoza Province",89,21,"Red Blend"
"New Zealand","Central Otago",89,29,"Pinot Noir"
"France","Loire Valley",89,20,"Sauvignon Blanc"
"Chile","Colchagua Valley",89,20,"Cabernet Sauvignon"
"Australia","Victoria",89,20,"Sauvignon Blanc"
"US","California",89,23,"Sauvignon Blanc"
"Argentina","Mendoza Province",89,12,"Malbec"
"New Zealand","Marlborough",89,20,"Sauvignon Blanc"
"US","California",89,20,"Sauvignon Blanc"
"Argentina","Mendoza Province",89,20,"Malbec"
"Italy","Tuscany",89,55,"Sangiovese"
"France","Loire Valley",89,22,"Sauvignon Blanc"
"US","California",89,38,"Syrah"
"New Zealand","Kumeu",89,32,"Chardonnay"
"Australia","Tasmania",89,20,"Sauvignon Blanc"
"US","California",89,42,"Syrah"
"Australia","South Australia",89,25,"Sauvignon Blanc"
"New Zealand","Marlborough",89,13,"Riesling"
"Argentina","Mendoza Province",89,10,"Malbec"
"Spain","Northern Spain",93,35,"Tempranillo"
"US","California",93,50,"Syrah"
"France","Loire Valley",93,61,"Sauvignon Blanc"
"US","California",93,30,"Zinfandel"
"US","California",93,52,"Pinot Noir"
"France","Rhône Valley",93,199,"Syrah"
"France","Rhône Valley",93,215,"Syrah"
"US","California",93,39,"Chardonnay"
"Spain","Northern Spain",93,37,"Tempranillo"
"US","California",93,42,"Chardonnay"
"Chile","Maipo Valley",92,50,"Cabernet Sauvignon"
"US","California",92,25,"Zinfandel"
"US","California",92,25,"Syrah"
"Spain","Northern Spain",92,273,"Tempranillo"
"US","California",92,24,"Merlot"
"Spain","Northern Spain",92,82,"Tempranillo"
"Spain","Northern Spain",92,48,"Tempranillo"
"US","California",92,36,"Chardonnay"
"Spain","Northern Spain",92,74,"White Blend"
"France","Rhône Valley",92,180,"Syrah"
"US","Washington",92,18,"Riesling"
"Spain","Northern Spain",92,54,"Tempranillo"
"US","California",84,14,"Merlot"
"New Zealand","Hawke's Bay",84,13,"Merlot"
"US","California",84,10,"Red Blend"
"US","California",84,29,"Merlot"
"US","California",84,16,"Cabernet Sauvignon"
"Chile","Limarí Valley",84,10,"Sauvignon Blanc"
"New Zealand","Marlborough",84,12,"Sauvignon Blanc"
"US","California",84,25,"Zinfandel"
"Chile","Limarí Valley",84,10,"White Blend"
"Germany","Pfalz",84,21,"Riesling"
"US","California",84,15,"Chardonnay"
"Chile","Colchagua Valley",84,11,"Chardonnay"
"South Africa","Western Cape",84,10,"Chardonnay"
"Germany","Rheingau",84,19,"Riesling"
"US","California",84,26,"Pinot Noir"
"US","California",84,12,"Syrah"
"New Zealand","Marlborough",84,16,"Sauvignon Blanc"
"US","California",84,14,"Sauvignon Blanc"
"US","California",84,18,"Sangiovese"
"US","California",84,5,"Cabernet Sauvignon"
"France","Bordeaux",84,14,"Bordeaux-style Red Blend"
"New Zealand","Marlborough",84,13,"Sauvignon Blanc"
"France","Loire Valley",88,26,"Sauvignon Blanc"
"Spain","Central Spain",88,15,"Tempranillo"
"Spain","Northern Spain",88,19,"Tempranillo"
"Argentina","Mendoza Province",88,25,"Bordeaux-style Red Blend"
"US","California",88,15,"Cabernet Sauvignon"
"US","Washington",88,22,"Pinot Noir"
"US","Washington",88,13,"White Blend"
"Australia","South Australia",88,16,"Sauvignon Blanc"
"US","Washington",88,11,"Riesling"
"US","Washington",88,12,"Chardonnay"
"Spain","Northern Spain",88,70,"Tempranillo"
"US","California",88,25,"Chardonnay"
"Greece","Santorini",88,17,"Red Blend"
"US","Washington",88,13,"Red Blend"
"US","California",88,15,"Merlot"
"Argentina","Other",88,25,"Malbec"
"US","Washington",88,18,"White Blend"
"Chile","Curicó Valley",83,8,"Sauvignon Blanc"
"US","California",83,24,"Syrah"
"US","California",83,10,"Red Blend"
"US","California",83,20,"Chardonnay"
"Italy","Tuscany",83,9,"Sangiovese"
"US","California",83,14,"Merlot"
"Italy","Central Italy",83,18,"Red Blend"
"US","California",83,32,"Chardonnay"
"US","California",83,14,"Cabernet Sauvignon"
"Chile","Colchagua Valley",83,7,"Cabernet Sauvignon"
"Italy","Tuscany",83,10,"Sangiovese"
"US","California",83,12,"Riesling"
"Italy","Southern Italy",83,10,"Red Blend"
"US","California",82,16,"Chardonnay"
"US","California",82,16,"Chardonnay"
"Italy","Tuscany",82,8,"Sangiovese"
"Italy","Tuscany",82,24,"Sangiovese"
"US","California",82,52,"Pinot Noir"
"US","California",82,20,"Malbec"
"US","California",82,22,"Cabernet Sauvignon"
"US","California",82,18,"Zinfandel"
"Italy","Sicily & Sardinia",82,16,"Red Blend"
"Argentina","Mendoza Province",87,58,"Red Blend"
"Argentina","Mendoza Province",87,21,"Cabernet Sauvignon"
"US","California",87,15,"Malbec"
"US","Washington",87,26,"Malbec"
"US","California",87,31,"Pinot Noir"
"US","California",87,30,"Pinot Noir"
"US","California",87,15,"Zinfandel"
"Greece","Greece",87,17,"Syrah"
"US","California",87,34,"Zinfandel"
"Spain","Northern Spain",87,40,"Red Blend"
"US","California",87,55,"Pinot Noir"
"Argentina","Mendoza Province",87,12,"Malbec"
"Italy","Northeastern Italy",87,25,"White Blend"
"US","California",87,26,"Syrah"
"US","California",87,11,"Chardonnay"
"Portugal","Bairrada",87,17,"Syrah"
"Argentina","Mendoza Province",87,10,"Red Blend"
"New Zealand","Martinborough",89,40,"Pinot Noir"
"South Africa","Coastal Region",89,12,"Rosé"
"South Africa","Coastal Region",89,17,"White Blend"
